content,score
aplikasi seru! beruntung bisa ada fitur tidak tertarik bisa menghilangkan video ga jelas dan aneh aku bikin video lebih dari 1000 subscriber youtube emang terbaik 👑👑,5
"Saya mau Up video tugas sekolah di hapus sama pihak Youtube mungkin karna adegan berantem, tapi saya udah pake hastag""fakesituation"" tetap aja di hapus. Udah saya ubah videonya, adegan berantam nya saya hapus dan up ke yt, tetap aja di hapus dari jam 10 malam sampe jam 2 malam gak bisa bisa, deadline udah lewat. Mana ini uprak musikal🙄",1
ini sangat enak bisa membuat video tapi ad masalahnya pas aku download dan aku liat tidak ad YouTube nya hilang jadi kayaknya perlu diperbaiki lagi ya,5
"aduhh update nya jadi aneh ini ,kalo ada iklan suka bug trs sekarang iklan nya jadi gabisa di ilangin malah icon iklan nya gabisa di ilangin duh ganggu bagi saya",3
"kepada developer kenapa dari tadi youtube ku eror jadi vidio yang ada di youtube semuanya loading gak berhenti² padahal jaringan bagus buka aplikasi online game online pun lancar. Aku udah berusaha udah hapus data, cache, update, dll masih tetap seperti itu dan ada yang bilang katanya uninstall dulu dan instal lagi tapi aku khawatir channal aku ilang dan atau malah tambah parah ada solusi tolong jawab karna aku ingin menonton youtube lagi",4
"setelah di-update, layer pinggirnya malah yang sebelumnya hitam gelap kini hitam keabu-abuan, terasa menganggu pada saat menonton channel yang tidak menggunakan full layar karena terganggu oleh layer samping yang bersisa tidak kena oleh video. tolong kembalikan ke hitam gelap semua saya merasa tidak biasa saja menonton video sembari menatap layer samping yang terasa aneh bagi saya",2
"1. Banyak banget iklannya 2. Bug di Youtube Shorts, kadang video sebelum di scroll malah ke load 3. Bug di YouTube Shorts lagi, trek audio tidak bisa dimatiin.",1
"udah bagus sebenarnya,tapi masih ad 1 masalah yaitu kalo lagi nonton live sering ngeleg dan kata² para streamer sudah memberi tahu dari pihak YouTube soal hal ngeleg tersebut tapi respon dari YouTube ga ad tanggapan sekali pun?, tolong untuk di perbaiki lagi!!!",3
tolong perbaiki update YouTube kenapa youtubenya pada saat membuka tiba tiba langsung ada shorts terbuka tolong buatkan versi update terbaru untuk memperbaiki bug tersebut YouTube sudah sekarang beda gak guna ini bug tolong kerja sama untuk perbaiki bug di YouTube sekarang,1
Saya Benar Benar Kesal.Mengapa Banyak Sekali Bug Pada APL YT.Mulai Dari 1) Tombol Suka Freeze 2)APL Sering Keluar Sendiri 3) Tombol Search Sering muncul Padahal Tidak Ditekan 4) screen APL Sering Menjadi Hitam Dan Tiba Tiba Mati,2
"kenapa YouTube saya sempet ngestuck yaa, apa mungkin ini bug dari YouTube, 2 kali ngestuck di hp saya, padahal buka aplikasi lain aman² aja, hp saya ram 8/128, chip helio g 99, tolong dicarikan solusinya dong",5
beberapa hari ini saya mengalami bug yaitu di saat saya menonton live dikit dikit lag dikit dikit lag padahal sinyal saya bagus tolong segera di perbaiki masalah ini. beberapa youtuber juga Ter heran heran dengan YouTube saat ini,2
mengapa saya mengasih 3 bintang? karena ada bug short jadi gak keliatan sound nya sama pas lagi nonton video pas aku mau ganti kok besar itu kek bukan bug tapi fitur tapi gimana di matiin nya? pls ada penjelasan gak dari youtube? 😭,3
minta tolong donk bikin youtube lite biar yang handphone yang versi 7 ke bawah bisa nikmati youtube kembali dari pada dati gogle crome mending buat youtube lite semua aja sudah ada seperti instagram facebook tiktok masa youtube gak bikin juga yang versi lite gitu,5
"Ini sangat berguna, aku bisa membuat video yaitu ""GACHATUBERS"", aplikasi ini menarik sekali, aku bisa nyari temen yang mudah, dan fitur² ini sangat lengkap!",5
"Iklanya kelamaaan, klo tangan ga standby pencet lewati bisa2 cuma dengerin iklan. klo cuma mau denger musik mending ganti aplikasi.",1
Aduhh tolong kok akhir akhir ini youtube gw sering bug yaitu bar tombol bawahnya sering kebawah terus akhir akhir ini jadi susah kalo mau ganti video ke short tolong perbaiki ya,2
aplikasi nya bagus kualitas bagus👍 tapi saya tidak bisa berkomentar di YouTube short bisanya hanya sekali gak tau kenapa tapi yang buat komen itu kayak ilang gak ilang sih kayak tenggelam gitu padahal aku mau komen komen kayak dulu tapi gpp deh,5
"ini apk bagusnya minta ampun, gk lemot sama sekali dan banyak banget videonya, mungkin bisa sampai. ribuan🤩, tapi tolong di update jadi lebih aman ya. soalnya kebanyakan copycat dan DLL,",5
"Tolong berikan opsi Blokir, untuk memblokir Channel yang tidak diinginkan agak tidak muncul kembali di beranda atau di short, opsi jangan rekomendasikan channel atau fitur tidak tertarik tidak berguna, channel tetap bisa muncul",1
"tolong berikan opsi blokir untuk memblokir channel yang tidak diinginkan agar tidak kembali muncul di beranda atau short, opsi jangan rekomendasikan channel sangat tidak berguna, channel masih bisa tetap muncul..",1
"tolong perbaiki sub, dan lebih tidak suka dengan pemberitahuan history saat sudah di hapus sangat menggangu apalagi bila ingin menghapus history short, membuat harus menunggu bila ingin menghapus short selanjutnya, sangat menggangu",2
"Saya aktifkan dan berlangganan YouTube Premium, tetapi saat dibayar melalui pulsa Telkomsel notifikasi yg saya terima justru pulsa anda tidak cukup. Biaya berlangganan YouTube Premium nominalnya Rp.69.000,- Pulsa saya sebesar Rp.80.000,- Bagaimana Google utk mengatasi masalah yg saya hadapi. Tengkiyu...",5
"bagus, tapi Terkadang Youtube nya Ga mau dibuka, Pas dibuka kadang juga Tulisan Youtube doang, mohon di perbaiki karena Saya mau Nonton yang download, saya coba berkali kali, tetep aja ga bisa",5
"terbaik sih, emang ini aplikasi paling berguna untuk sejuta umat, pokoknya bisa nemuin kartun apa aja disini dan pokoknya seru seru deh! kadang kalau bosan larinya kesini karena emang pahlawan buat tontonan 🤩",5
"banyak bug, terutama pada saat menonton video tiba2 ke pause sendiri tanpa sebab. hal ini bukan hanya 1x terjadi nya tapi berulang kali, jadi tolong lah dari pihak youtube segera di fix permasalahan ini 🙏",1
"Ada bug ketika ingin melanjutkan tontonan, yaitu tidak bisa di ulang ke belakang dan akan ngefreeze jika diulang.",3
"hbs update malah eror tiap putar vidio malah terpause sendiri, padahal ram masih banyak tersisa kenapa yt maki kensini makin buruk dulu meski berjalan dengan jendela mengambang aman saja ini ketika ada aplikasi lain perjalan terpause sendiri bikin sebelllll😡😡😡😡😡",1
"subtitle nyaa eror anjrr g sukaaaa,padahal bisaa tapi kalau pencet yang lain yaaa ga muncullll tolong dong gimanaa caranyaaaa ini hp gue yg error apa apk nya yg error biasanya bisaaaaa!KCEWAA BNGT",3
ada masalah aneh pas gua mau scroll video gw ke bawah kok malah sampe di video Minggu lalu. Padahal videoku kan sampai berbulan-bulan yg lalu videoku aslinya banyak malah jadi sedikit,3
"Saya cuman ingin memberi tahu, bahwa ada masalah pada YouTube short, masalahnya terletak pada bagian komentar, di YouTube short milik saya setiap videonya pasti saya tidak bisa komentar, mungkin ini masalah teknis atau bug, yang pasti hal ini sangat menggangu bagi saya, mohon segera di perbaiki, masalah ini juga banyak di alami oleh orang orang lain, tapi kebanyakan masih bisa berkomentar di YouTube short, dan beberapa tidak bisa berkomentar.",4
"ada suatu masalah di sistem komentar di video short di karenakan sering tidak muncul tombol ""tambah kan komentar""membuat saya tidak bisa memberikan opini pada video yang saya suka. disclaimer saya mengunakan hp Oppo tipe: cph2182",2
bagian akhir semua video yg telah di download terpotong kurang-lebih 2 detik ketika download di hapus dan memutar dengan internet video yang sama tak lagi terpotong semoga segera di perbaiki di update selanjutnya,2
terjadi bug saya tidak bisa menonton apapun bakan yang sudah saya download bakan saya sudah. memakai wifi yang bagus tapi sama saja tolong hilangkan bug ini saya sudah dua hari tidak bisa nonton,3
"Kemaren asyik asyik aja kenapa sekarang jadi lemot padahal jaringan lancar,, trus kalau ada seponsor kenapa lancar,, pas mulai lagunya kok malah ngelek,, sedangkan sinyal normal,, sudah 3 hari ini kayak gini kenapa?",1
"Youtube tolong perbaiki saat nonton yt short atau nonton yt biasa ada bergaris garis gak jelas, ditambah juga nonton yt biasa sering lag dan patah patah padahal gak ada yang berat berat, tapi anehnya nonton dibrowser aman aman aja saya nonton, dan tambah lancar dan tidak ada garis garis. Tolong baiki youtube saya udah muak dengan bergaris garis gak jelas bikin saya tidak nyaman menontonnya :(",1
"sering komen baik di bilang spam,hbis itu gk bisa komen lagi begitu trs aja mpe kiamat,di hapus instal lagi baru bsa komen nti bgtu lagi gk bsa komen...kalau perlu video panjang mau pun video shorts jgn ada kolom komentar...""bintang 7 bkn 5 lagi""",5
"ini sangat menjebak promosi ujicoba premium 1 bulan gratis, tau2 secara automatis langsung berlangganan di bulan ke 2 YouTube mengambil uang saya tanpa pemberitahuan dulu 156rb ini sangat menjebak, uang yang tadi buat makan keluarga malah di ambil buat langganan dan saya sangat jarang menggunakan YouTube,, saya sangat kecewa,",1
aplikasi nya bagus sih tapi banyak bug salah satunya pas saya mau nonton youtube gak ada apa apa cuma ada back telusuri dan titik tiga padahal kuota masih ada. banyak banget sih mau nyaa,1
YouTube ini hemat data padahal aku pake data udah beberapa jam liat YouTube tapi malah awet banget sedang kan tiktok langsung habis ludes dalam 1hari pokoknya mantap deh buat aplikasi YouTube ini aku kasih bintang 5 soalnya aplikasinya berguna!😊✨,5
"Kenapa YT akhir akhir ini sangat buruk untuk layanan streaming???Padahal internet kami bagus. Namun, pada saat para streamer Indonesia sedang live selalu lag parah.Mohon perbaikannya YT!",1
"ada bug di menu history, ketika hendak menghapus vidio short yang ada dihistory semua hasil history vidio short akan menghilangkan dan kalau ingin menghapus history yang lainnya harus refresh dulu menunya.",1
"Apasih youtube, ga cukup dengan iklan sebelum nonton video. sekarang ada iklan di layar full kalau kita nonton video. LOL parah. oke serah lu, lu developernya. tapi ya mikir juga dong makin lama makin aneh aja. dulu iklan cuma 1 sekarang 2. oke fine. tiba2 ada iklan di layar full? ga cukup dengan youtube tanpa iklan langganan? ga cukup dengan youtube musik? ga cukup dengan youtube kids? banyak banget tu karyawan sampe perlu duit mulu.",2
"buat nonton video sekarang ribet. dikit-dikit iklan. contohnya, aku lagi nonton video durasi 30 menit, tapi tiap 5-10 menit selalu ada iklan, udah gitu iklannya selalu 2x. kan bikin males nonton. yang niatnya buka youtube buat naikin mood malah jadi bikin badmood",2
"Mohon maaf buat pihak youtube. Izin berkomentar atas keluhan saya yang mungkin dirasakan juga oleh beberapa pengguna lain dibagian youtube short, tulisan di video kadang tidak terlihat secara full seperti saat menonton video biasa, karena terhalang oleh tulisan deskripsi dan nama akun. Mohon diperbaiki apabilah berkenan. Terimakasih",4
tolongg pihak YouTube perbaiki bug ini pas nonton video tutorial malah black screen videonya tolong diperbaiki!!! mau nonton Tutorial bermanfaat malah black screen tolong pihak YouTube perbaiki aplikasi ini😭😭😭😭😭😭,1
ini kenapa YouTube nya ngebug ya. saya nonton video biasa atau YouTube short ngebug ya kayak suaranya makin mengecil terus tiba tiba video berhenti. Padahal Wifi Lancar,1
"saya berlangganan YouTube music tapi ntah mengapa tidak tersambung dengan Youtube biasa, padahal di janjinya beli 1 dapat semua, dan juga sekarang kalau tidak membayar tepat waktu lagsung diputus walau masa berlakunya sedikit lebih lama",1
mohon maaf jika saya mengasih bintang 4 jadi masalahnya adalah ketika saya ingin menelusuri video malah layar putih 2 menit dan saya harus bermain ibis paints dan saya juga ingin dikurangi jika mau kebawah short jangan ada hitam hitam beberapa detik mohon maaf ya.,4
"kadang iklannya ada banyak dan iklan ini terlalu dilebih-lebihkan, bahkan ketika mau pause video muncul iklan dari layar kanan.",1
"YouTube sangat lah seru dan banyak film film atau kartu yang bisa di telusuri walaupun bisa menghisap banyak data tapi seru bangettttt! ayo main kan ""YouTube"" bisa di download di google store atau Apple store jangan lupa download YouTube!.",5
"videonya cuma bisa jalan sampai 59 detik kenapa ya........sudah semua video di coba, terus juga udah coba ganti akun+download ulang YouTube tapi kok tetep di 59 dtk ini tolong YouTube kanaoa ya",1
"untuk android lag , parah. sudah update juga. di iPhone msh bisa, iPhone 6s jadul masih lancar. Android saja yg GK beres. .",1
Aneh padahal versi android hp sy 7 tulisannya kompitibel dn berfungsi tapi pas udh di update dan di buka malah gabisa alasannya karna hp telah usang atau ga support,1
"sebulan 3-4 kali update. tetapi tidak ada kemajuan untuk apk nya. bug iye , nyempipin ram iye , sangat sedih sekali. semoga pihak negara indoneesia mem block yutube dari playstore",1
"bagus karena disini ada tempat menyimpan video offline tapi dengan cara didowload pake paket sangat menguras bisa membuat data hp kamu sangat cepat penuh dan tidak mendowload apa pun itu sisi buruk ,tapi ini tetap bagus",5
mengapa aku tak bisa masuk ke YouTube kaya keluar sendiri padahal udah update dan aku udah mau hapus kukira lag tapi disuruh update mulu aku mau bug ini atau kesalahan ini diperbaiki tolong sekali,2
"setiap deketin emoji(di pembuat short) ke emoji lain pasti emoji yang lain selalu ke ambil dan itu nyusahin banget! kalian tau lah kalau gerakin emoji yang ada emoji lagi di atas nya, itu pasti emoji yang di tumpuk bakal ke paling depan dan itu nyusahin banget! plis buat youtube! kalau lagi bikin sesuatu pake emoji itu plis kalau kita gak sengaja geser emoji paling belakang(jika ada lagi emoji di depan nya) itu langsung ke paling depan! jadi plis buat kayak WA dan plis tambah tombol ulang",1
aplikasi sampah makin update makin banyak bugnya. Video di paus gak bisa di play lagi. Ampas banget,1
bagus tapi ada bug ketika aku nonton youtube short. kadang-kadang videonya dua centimeter ke bawah. jadi sebagian videonya gak kelihatan,5
tolong diperbaiki lagi aplikasi ini. sdh lama YouTube saya gak bisa kepake. Karena katanya YouTube sdh usang. sementara tidak ada pembaharuan sistem gimana ni.tolong pembaharuan nya,1
"ada bug, mode gelap nya tidak berfungsi saat aku menyalakannya, tapi kalo hapus data terlebih dahulu, mode gelap nya baru berfungsi, tolong di perbaiki",1
"youtube sekarang banyak iklan penipuan dengan foto tokoh orang terkenal lalu di edit dengan AI. banyak juga iklan dan komentar dari akun akun judi online diberbagai macam akun. dan sering sekali memutar iklan pinjol, padahal tidak pernah mengakses/search tentang pinjol dan judol. tolong di perbaiki",1
YouTube sangat bikin saya terhibur!! tapi saat saya melihat akun teman saya kenapa yang muncul hanya video lama nya?? padahal dia sudah bikin-bikin banyak video baru tapi kenapa yang muncul hanya video lama nya dia?? tolong apakah ada yang error???,4
"Sekarang iklannya kok gk bisa di skip, lebih dari 2 menit biasanya ada skip setelah 5 detik tapi sekarang gk ada, nanti kalo sudah diperbaiki auto bintang 5 lagi",1
"stabilitas jaringan nya jelek, kadang bug tampilan stop mulai videonya gk bisa hilang/ gk bisa clean screen jd nonton sambil liat tombol play dll",1
"sering terkeluar dari aplikasi, dan. saat menonton short video selalu warna biri hijau gitu.. seperti blur warna menutupi shorts tersebut",1
"kolom pencarian yt tdk berguna. campuran dari vidio reels, vidio random yg banyk viewnya, vidio yg sdh d tonton, dan selalu hanya itu itu aja di scroll sampe bawah tapi macam ngeloop tau gk? di perbaiki lah makin tua makin DNGu🥰🙏",1
"google llc tolong aku ,youtub aku ga bisa dipakai lagi,plis aku ingin pakai youtub lagi,jadi aku buka youtube kok ada muncul kata kata ""versi youtube ini sudah usang dan tidak ada pembaruan yang tersedia untuk perangkat anda"" hanya ada tulisan ini,terus ga bisa buka youtube nya,plisss goole llc tolong aku 😭😭😭.semoga dibaca dan dijawab🙏",5
bug dan bug terus dan youtube sekarang kenapa gak bisa download video. setiap di download pasti selalu muncul daftar paket youtube premium😌... youtube sekarang ngebug bug,2
saya sangat suka karna seru banyak video yg menarik terus ada fitur lagu xontoh nya kita tinggal nyanyi dan akan muncul lagu yg kita cari kalo kita gak tau aapa nama lagunya,5
"aplikasi ini sangat seru dan menyenangkan,tetapi saat saya meng update,saya terpaksa menunggu 1 jam lebih untuk keupdate,aplikasi ini masi tidak bisa dipakai,aku sanga kesal dengan aplikasi ini.tolong diperbaiki!!!😠",1
apk nya bagus sih buat nonton video cuman saya mau masang baner youtube kok selalu kurang ya padahal udah nyari sana sini tutor nya tapi tetep gabisa malah ribet banget tolong di perbaiki ya kalo bisa next update nya buat fitur ukuran otomatis setiap kita pilih foto buat baner kita biar kita para pengguna youtube ga kesusahan kalo mau masang baner nya terimakasih,2
"maaf defoloper youtube,tolong dong soal sinyal nya di benerin,loading nya lama,terus apa lg waktu opload vidio ya allah lemot sekali,pakai wifi lemot,pake data tambah pemot,tolong defoloper di perbaiki soal koneksi opload vidio,dan juga koneksi internet nya untuk MP yg tinggi... terimakasih",1
"plis lah ganggu banget segala ada icon pause nya di layar kalo nonton short, mending balikin aja kaya sebelumnya sama pas nonton video biasa tinggal pencet aja layar nya lagi ga perlu pencet silang di pojok gajelas amat update nya",1
"bug nya ngeselin banget!baru awal masuk layar hitam,tombolnya gak bisa di pencet padahal lagi penting banget harus buka youtube!!!!!!!!! aku kasih 2/5 di perbaiki!!!!!!",2
"gw bikin channel Ampe di ban 4 kali, apalagi pas gw nonton video pake kualitas 720p60 malah loading abis itu ke ganti jadi 480p mending kalo bisa diganti jadi 720p60 lagi lah ini gak ada pilihannya",2
"mohon maaf youtube saya hanya bisa memberi 4 bintang, YouTube sering memboros kuata saya, sering juga layarnya patah patah, segitu aja ulasan dari saya semoga bermanfaat assalamu'alaikum warahmatullahi wabarakatuh.",4
bagus sih bagus tapi ada bug yang dimana saya ingin menonton vidio atau short tapi yang anehnya gk bisa diputer padahal wifi lancar lancar saja dan saya coba mendownload nya tapi gk download download?,3
"Nonton YouTube tidak seasik dulu, algoritma nya ngacak, beda jauh sama youtube yang dulu... hmmm bay bay youtube.. lebih asik nonton di aplikasi lain karena algoritma nya tau yang di inginkan penonton..",1
"youtube nya error terus napa dah,sekarang saya gak bisa buka youtube pas masuk cuma layar hitam tulisan youtube di atas sama logo searching doang gabisa di apa apain tolong dong diperbaiki,natang",1
"Jaringan bagus, hp juga gak nge-lag tapi tiap mau muteri video kok macet-macet. Padahal udah matiin upang hp pun tetap begitu. Tolong diperbaiki!",3
Saya sangat senang menonton disini tapi ada eror di aplikasi ini yaitu saat saya mencari video nonton kembali tiba-tiba menghilang ketika hanya 4 tahun atau tidak ditonton bahkan saat video yang masih ada tiba-tiba saya cari di riwayat mencari tidak padahal saya sudah nonton sama banyak sekali di kolom komentar yaitu judi online,5
"tolong di perbaiki sistemnya,masa saya android 9 setelah update malah layar full putih trus saya coba otak Atik tidak bisa!!!!!!",2
ada yang bisa jelasin ga sih yutube saya suka tiba tiba pause sendiri. padahal saya udah coba semua cara kaya hapus penyimpanan di setingan HP saya di setingan yutube tapi tetep aja liat di play store ga ada update saya jadi binggung,2
tolong diperbarui dong bisa menggunakan semua bahasa teksnya agar enak ditonton dan tambahan disulih suara / audio track semua bahasa.🙏,5
samenjak apdet jadi stak pas masuk apalagi hp nya dimatiin keluar sendiri sama pas belum apdet jadi gabisa nonton ngekres sama kenapa setiap mau Ramdhan selalu ngeleg ayolah YouTube notis ke kesemua orang dan benerin lah pas udah di download malah stak padahal udah apdet dan kenapa diem Mulu pas masuk ke YouTube aneh notis lah YouTube kenapa pas iklan Lang sung diem pan dikeluarin malah jadi hitam pasmasuk lagi malah gabisa di putar lagi videonyah aneh,1
"saya mengambil uji coba gratis youtube premium, setelah masanya habis saya berhenti berlangganan. Pagi ini saldo saya di aplikasi Dana ditarik secara auto debit tanpa pengetahuan saya",1
"Ini kenapa aplikasi YouTube setelah update bukanya makin bagus, ini malah makin rusak gabisa dibuka diperangkat saya hp OPPOA57 lama, aplikasinya sih baguss,cuman saya mau nonton video short dimana kalo bukan di YouTube ini malah YouTube saya Gabisa di buka tolong perbaiki masalah ini.",1
"kok dimenu utama cuma ada tulisan YouTube terus juga ngga ada gambar atau videonya sama sekali jadi saya harus menunggu sampai 1-2 jam agar bisa balik lagi, coba diperbaiki terima kasih...",3
"Males banget selalu kalau setelah iklan, gambar vidionya GK jelas harus keluar YouTube terus. Tolong dong di benerin bug/glitc nya. terjadi lagi",1
Aplikasi ini sudah bagus apa lagi aku suka liat anime a AOT tapi ada kurang nya kurang nya adalah ada iklan semoga di bantu dengan iklan ini😅,3
makin parah server youtube sekarang bugh nya banyak banget nonton di Youtube cuma buang2 Kuota mana film nya patah patah sistem nya selalu ngefrez Aplikasi selalu tertutup terhenti sendiri,1
"Sekarang iklannya semakin banyak yg dulunya enggak,biasa satu vidio durasi 1jam palingan 5 iklan,eh sekarang sepuluh ke atas,ini mah dipaksa untuk premium,vidio 25mnt aja iklannya mencapai 5 lebih lahhh kami mau nikmatin apa,,,udah jadi apk udah orang ber duit",1
"YouTube kenapa ya kalo buka short selalu Video ada ijo ijo pixel gitu kaya video glitch, terus kalo nonton video resolusi suka turun sendiri dan kalo mau ubah resolusi nya. jadi kaga ada pilihan mentok 480p",1
"tolong segera di perbaiki lag nya, di saat saya menonton stream banyak lag yang menganggu padahal jaringan nya baik-baik saja kenapa tetap lag. Mohon di perbaiki secepatnya",1
applikasi ini sangat luar biasa applikasi ini disini kita bisa menonton banyak vidio yang kita inginkan kita juga bisa membuat vidio dan mengupploadnya di sini youtube akan membayar kita ayo buruan donload applikasih ini dan subcribe channel aku juga namanya itu TAUFIKGABUT buruan donload youtube karna ini adalah applikasi keren sedunia,5
"saya kurang suka ketika kita mempercepat video atau apapun, saat kita klik maka tombol X tidak bisa hilang kecuali harus di klik lagi. padahal sudah enak ketika kita sudah berhenti terus hilang sendiri",3
kok tpi saya gk bisa di update bisa tpi keluar sekali nnti beberapa detik saya peggang hp buka youtube tiba tiba minta pakai broser tpi sekali nya pakai broser gk bisa coba di update bisa habis itu gk peggan hp beberapa menit saya mau buka youtube tiba tiba suruh lagi pakai broser knp yah? 😟😟😟,1
"apk nya buruk, knapa setiap kali nonton vidio shorts nya , tiba² kayak tv rusak berwarnah warnih, update aja di banyakin, bug nya tidak di perhatiin , klau bisa di hapus ni youtube ,udh dari kemarin² saya hapuus,",3
maaf sebelumnya saya suka sering nge download Vidio di YouTube padahal internet saya bagus tapi kok ada tulisan setelan Uda saya download YouTube premium tetep ga bisa ke download juga Vidio nya itu gimana ya ?,1
Ganti ke resolusi yang efektif dangan mengurangi resolusi 720p dan 1080p jadi bakalan beralih ke 480p dgn relatif tercepat adalah 360(tampak buram dan non tajam,5
Aplikasi youtube tidak kompetibel dengan perangkat saya.artinya perangkat saya sudah kelewat jadul harus beli baru. notifikasi yg mumcul tidak ada pembauran untuk perangkat anda ...trus gemana dong.Hehehe,5
banyak back tolong diperbaiki Saya lagi lihat chord tiba-tiba nggak bisa masuk lagi pas udah bisa masuk malahan nggak bisa apa-apa jaringan juga full tolong diperbaiki saya kasih bintang 1,1
apa yg membuat YouTube dirumah saya menjadi tidak berfungsi. Tp jika menggunakan paket data semua lancar dan tak ada masalah. menginstal aplikasinya aja gak bisa..,1
"YouTube, aku punya pertanyaan untuk kau kenapa aku gak bisa buka video di YouTube? aku sudah nyalain wifi kenceng lagi jaringannya tapi masih loading, gua nungguin sampai 10 jam gak jalan jalan videonya, perbaiki YouTube kau tu.",1
Kualitas vidio mau setel manapun tetep buram gak stabil jaringan baguss... kurang memuaskan buat nonton wifi lagi bagi yang terbaik dong masak makin lama makin burukkk,1
saya sudah keluar dari youtube tetapi fitur nya saat keluar ada video nya masih ada di layar saat itu saya ketiduran dan sampai pagi HP saya habis BATERAINYA harus banget ya ada fitur kyk gt:/,1
"tiba tiba semua download an saya tidak bisa ditonton dan saya tidak dapat mendownload video lagi, setiap saya mencoba mendownload video ada tulisan 'download tidak tersedia'... tolong untuk pihak youtube untuk cepat memperbaiki masalah ini😿🙏🏻",1
"gatau kenapa sekarang makin banyak iklan, nonton video 10 mnt iklan, kadang video yg durasinya 1 jam ada 4 - 6 iklan, yg bener ajah, mau untung tpi Jan ngerugiin juga",2
"kenapa saya tidak bisa dengerkan musik atau video, palingan bs diputar sebentar tpi lsg iklan habis iklan lsg gak jalan videonya,, gimana ini ? tlg perbaiki",1
kenapa short video YouTube tidak bisa di putar padahal sudah saya perbaharui untuk apknya tetapi tetap saja tidak bisa memutar short video YouTube,1
"bagus sih, tapi bug nya ini bikin kesel. lagi asyik-asyiknya nonton, tiba-tiba keluar dari YouTube. ini berulang kali terjadi. tolong di perbaiki lagi apk ini, ya.",5
"bug nya annoying banget jing, lagi enak² nonton drama, video, dll. tiba² ke pause sendiri videonya, mana sering lagi. fix in lah",1
"saya sangat suka sekali dengan aplikasi YouTube yg sekarang jadi hiburan dominan yg bisa saya akses dengan mudah, namun akhir² ini saya cukup terganggu dengan komentar teratas yg muncul di YouTube shorts pada sisi kiri bawah dan sampai saat ini saya belum tahu bagaimana cara menghilangkannya, sering saat saya butuh melihat resep atau tulisan detil di sisi kiri tidak terlihat karena tertutupi komentar, tolong solusinya karena hal ini mengganggu saya.",4
"lumayan bisa nonton vidio offline tapi kalau udah kebanyakan harus di hapus lagi vidio offline nya,dan juga kalau udah banyak yang di hapus nya harus di update membuang banyak wifi aja tapi bagus sih 😊😊",4
"youtube ,ngasih iklannya udh kebangetan ,bukan yg beberapa detik lagi tp beberapa menit iklannya ,bahkan ad iklan yg lebih panjang dari video yg kita tonton 😅",1
"ngebug parah, setelah update, video short komentar nya gak bisa di buka terus ui youtube nya ngebug kadang mendelep ke bawah kadang ke atas, kacau, perbaiki lagi min :(",1
kenapa ya saat diputar film nya youtube nya tidak bisa befungsi atau sering berhenti2 trus lalu gak bisa diputar ngapa ya? saya harap youtubenya ini bisa diperbaiki lagi ya,4
"Banyak bug, contohnya tiba2 suara hilang sendiri padahal video tetap berjalan, ayo dong diperbaiki!",1
karena youtube memang bagus buat nonton segala macam...dan juga ada youtube shorts nya juga...bisa buat video tiktok dari youtube 😍😍🥰🥰...I LOVE YOU YOUTUBE ❤❤...tapi sayangnya kalo liat youtube lama² itu bisa habisin paketan hp lohhh....😭😭😭,5
Aplikasi nya jelek terlalu sering di updet harus nya beda lagi dong kalo mau updet itu inti nya harus nunggu satu bulan lah baru kalo tiap hari penuh lah memori hp saya,1
"Update baru bug baru seperti biasa, jadi bug terbaru yaitu setelah iklan suara pada video menghilang. Tolong diperbaiki",1
"coba diperbaiki lagi, di saya balasan komen selalu tidak muncul setiap buka YouTube 2 menit. Harus keluar aplikasi dulu baru keluar balasan komenya, YouTube juga sudah versi terbaru",4
"awalnya bagus bagus aja tapi dari beberapa hari lalu kenapa penelusuran yg sebelum nya di cari ga bisa di lihat,kaya tdi nya ada tiba2 beberapa detik udh hilang lagi",2
"YouTube ini kok makin lama makin aneh2 aja, video2 yg harusnya bahasa inggris dan lainnya malah voicenya diubah ke bahasa indonesia padahal gak ada diapa2in. Jangan gini dong kinerjanya Youtube",3
"saya udh suka bgt ni aplikasi. tpi mohon diperbaiki, soalnya pas saya masuk youtobe nya ada tulisan update gitu kn, tpi pas mau nge update youtobe nya kok ga ada tulisan update? biasanya kalau update tuh kn ada tulisan nya. cuman ada tulisan ""buka"" digoogle playstore. pas aku pencet ""buka"" ttp aja tulisan update. katanya nge perbaikinya cuman kurang 1 menit. tpi kok berhari-hari ya? jdi berhari hari aku gk nonton youtobe deh, sedih bgt.",5
"aplikasi YouTube emang bagus tapi ko bisa nya di hp versi 10 ke atas bisa tapi versi 7 ga bisa mohon di bisain ya nanti saya kasih bintang lima,dan kasian sama yang hp nya versi 7",4
"Aku menemukan bug di YouTube,saat aku buka short ke komentar ,disitu bug nya, tidak bisa mengkomentari Vidio itu saat mau mengetik tempat ketikanya itu ketutup sama tombol recent, home,dan back",5
videonya jdi ngelag trs. setelah 15mnt+ baru g ngelag/patah-patah lgi videonya. saat di resolusi 1080 ama 720 lagnya. mohon cepet dibenerin. (udah g ngelag lgi ty ya),4
kok setiap kali update kenapa disambut sama bug dan ngelagg yaa tolong diperbaiki yaa masalah bug setelah update soalnya aku udh coba update berkali kali tpi tetep ajaaa GK bisa mana mau liat flim lagi di situ,4
